(9.154178445933182+0.8735755796584246j),(-0.0030490959741403785-0.008931429662031193j),(-0.007761211516783124-0.006088598871164409j),(0.0048308261100575844+0.0033556490078979484j),(0.0019727922424393352-0.003203834014126822j),(-0.007568574932680651-0.00966483416577216j),(0.010704886527996393+0.006331429749297789j),(0.011404597348976147-0.024037033372324663j),(-0.00978277149257094-0.006653424418687553j),(0.000516431765140712-0.0036434198331140324j),(0.008754175120897729+0.014666482537392268j),(0.008134494221341099-0.007862566759293109j),(0.766720405811508+0j),0j,0j
(9.16248223212156+0.8748363931597376j),(-0.00497953616430415-0.004586800425202558j),(0.002740380164876812+0.012175555094989911j),(0.003820716767590396+0.007476144730345108j),(0.012347268592606486+0.005986648919178504j),(0.006865968270475492-0.002359950549953954j),(0.008024462943094779+0.0014962599544268982j),(-0.006321897889463735-0.02973930927014854j),(0.0017024711790898364-0.005274847842996542j),(-0.0020508353648410324+0.0013987573348257783j),(-0.003030801911199689+0.0034998826177052283j),(-0.0004506484537700299-0.00030725712735981715j),(0.766720405811508+0j),0j,0j
(9.14155755873096+0.893677470542549j),(-0.017201712914805364+0.0018136963852056626j),(-0.009784416922296646+0.0034762431233487916j),(0.007135172234466053-0.0056321988313170895j),(0.022107693228095103+0.009284814664902554j),(0.0034221903930656133-0.009331106791519356j),(0.021722227478934597+0.009472966121672973j),(-0.028782934312336236-0.005461687841480623j),(-0.014125355504239843+0.003287334529661288j),(0.0019151365749060234-0.002362114882454678j),(0.0016219141884547556-0.009029611765253211j),(-0.002459061431171375+0.003900198545152037j),(0.766720405811508+0j),0j,0j
(9.147454203913878+0.8738524341783196j),(-0.00646558750805681-0.001935673892089003j),(0.002692640983302945-0.009526629717861109j),(-0.0022131046115765607+0.006490647877468045j),(0.0059462117933319555-0.006742799585306693j),(-0.011129295055279629-0.006461822328529024j),(0.0024310708131953795+0.004118333283342823j),(-0.02202619335308137-0.015802490920010348j),(-0.0013698302920141727-0.001998912388987716j),(-0.0031673661386219807+0.0007519408263077358j),(0.010703890977541725-0.005496982262916509j),(-0.00115291581091706-0.004288038990002684j),(0.766720405811508+0j),0j,0j
(9.157037572052957+0.8715365186343124j),(-0.00020537473252258895-0.010657130064269636j),(-0.016083454148614354+0.009785474056262417j),(0.004928414884376522+0.010271835997804402j),(0.0062246107575185975+0.003075495769893616j),(0.005706829390225429-0.00785126820263973j),(-0.006859369866546448+0.0014437246637230838j),(-0.03551374694292886-0.017492256781230772j),(0.004226974897706817+0.014990041557291018j),(0.010372707806911949-0.009662304235122543j),(0.00977835801848338-0.001518278193314698j),(0.019864269785739255-0.0014262202105110432j),(0.766720405811508+0j),0j,0j
(9.14917950595759+0.8880164772430056j),(0.006838588936338922-0.010711774131539672j),(-0.014733200931426325-0.002990456934112635j),(-0.01071414615746795-0.012924091177195868j),(0.006715424846818779+0.013587450960946088j),(0.009844222754835116-0.0049239876907207665j),(-0.000978363634779988-0.008039902267675841j),(-0.013871926014113379+0.013147941925598193j),(-0.019320228249905563-0.00752680010320643j),(-0.005603482241000558-0.016560219202896548j),(0.005850325914951436-0.009916513509388644j),(0.002175999413191918-0.008992594099043379j),(0.766720405811508+0j),0j,0j
(9.16219630115187+0.8896027647918293j),(-0.009805019769333588-0.008749693250179666j),(0.01076581067460376-0.005749627836857087j),(0.005804828566217654+0.0022819896783246862j),(-0.0013173305233162673+0.015100262546228649j),(-0.0009030668176615072-0.004606503943137543j),(0.005283168368436227+0.009437318142092975j),(-0.02005450748624063+0.02087740150925614j),(-0.012065963448913548-0.001040117469908064j),(0.01589838804010814-0.00919802581194587j),(-0.023035512950400915-0.0008406248070403372j),(-0.0045865763569107884+0.016007337892659193j),(0.766720405811508+0j),0j,0j
(9.155669758142594+0.8710430500392137j),(-0.002192122369559784-0.011192352819292834j),(0.0049334812364452375+0.002927786827862406j),(0.022409107683690782+0.0018170970303907075j),(0.00790262092334092+0.0014140933448013194j),(0.0010164805223072193-0.007343013107398263j),(-0.0038554816651381607-0.0010351908947847082j),(-0.018539250687314473+0.01296762902064051j),(-0.010366059491982427+0.023077090525442975j),(0.007162060935244046-0.011797039594135666j),(0.016060351199829157+0.009325164349235053j),(-0.012021655487871267-0.010900475752977644j),(0.766720405811508+0j),0j,0j
(9.148962810926733+0.8811544763592396j),(0.011062841373879532-0.01242268378815211j),(0.003668528961776088-0.01163686488153487j),(-0.0013303614226094357+0.0015950795854330763j),(0.005692405878550638-0.0002031302929648808j),(0.0010215455446596312+0.00505982434837502j),(0.008257023285964227-0.0017286509439906057j),(-0.003393943224536886+0.02586704043984746j),(0.015430251545346102+0.020670920170145556j),(-0.00752502434690673+0.0035634642412176046j),(0.0022522148077473636-0.0007329811951879431j),(0.0016934767479492995+0.010285934813216265j),(0.766720405811508+0j),0j,0j
(9.15587549986682+0.8757936984615342j),(-0.01308961068808742-0.013572097404110082j),(-0.003483691794450507+0.004007824870266916j),(-0.0019168832973655847+0.006618164739968846j),(-0.013596422779452727-0.010715517132437527j),(0.002591266241674701-0.012106596113862278j),(0.007114480630074692-0.0010546465174162685j),(0.008921975369396326+0.022151188827118348j),(-0.011200926588238897-0.00036580469462103773j),(-0.0005064545881302842+0.007767749556657987j),(-0.0002526944455818556+0.006667746589349174j),(0.0043486739062327025+0.004890510766764016j),(0.766720405811508+0j),0j,0j
(9.14973097734888+0.8901929199155872j),(-0.008451315273384517-0.006041336871130401j),(-0.00697777504353796+0.0004700176692478894j),(0.003795918623329342-0.0002734878682502384j),(-0.006337915104105521+0.005673977579578076j),(-7.426536996205753e-05+0.008641727317416652j),(0.0013618187851627281-0.014811915680285836j),(0.014782442772796023+0.02205445761428692j),(-0.0018179975507078925-0.003300178413420645j),(0.0026089132623062223-0.004302485167276852j),(0.008681304964706472-0.005926737929819897j),(-0.007339619694564115-0.004847434190560752j),(0.766720405811508+0j),0j,0j
(9.156780707994193+0.8745609037266735j),(-0.0045485212758635644-0.017662895079453393j),(-0.006583576155057858-0.00209279821992123j),(0.0023763962124011134+0.011634782066413801j),(-0.006696282518442011+0.019057317292458728j),(-0.002494731112581059-0.001114778225847277j),(-0.007122516061883077-0.012309555886257928j),(0.027575862523683672+0.019938071836239225j),(-0.006322477325914953+0.006139581123811313j),(-0.01712329531648045+0.01007878643379792j),(0.0010557734574844994-0.0025269783649397555j),(-0.007336136072411403+0.002664073916974952j),(0.766720405811508+0j),0j,0j
(9.156532879504454+0.8833343107996694j),(-0.01677449021325702+0.014089410173571973j),(0.009578355470278114+0.007559492887106663j),(0.0030682304962808965+0.00930718989380186j),(0.010398719102064656+0.007559077431600814j),(0.0030448567853362174+0.01324508669543327j),(0.006770908678151777-0.00013269894247300328j),(0.023539725290355834-0.0016787031222360868j),(-0.0008348701270188483-0.001767584295089753j),(0.01106121818430296+0.0017183604055664992j),(0.0027131844283750568-1.1275687838814914e-05j),(0.0036470576157572876+0.010790096323967574j),(0.766720405811508+0j),0j,0j
(9.151514519995875+0.9019780228618608j),(-0.009342510819981473-0.0004503720381458555j),(-0.003587742623406528-0.020193946447206648j),(-0.008804766047513984+0.002811183133203013j),(-0.0010491508790148774-0.0014439392822492261j),(0.010562015929605765-0.00013852588731864566j),(-0.012433815344115251+0.00755562723066888j),(0.02154496260643185-0.013602232774954068j),(-0.0038310436390125813+0.004586479530903017j),(0.00913275826877577+0.0075584363365593515j),(-0.0016295442009577601-0.007262790625203798j),(0.006269054965012148-0.004092200219273211j),(0.766720405811508+0j),0j,0j
(9.163475125054205+0.8943283149287129j),(0.007073073401697425+0.0037051653811405036j),(-0.011625296092982436+0.0068126666250051225j),(-0.0019472685186918137-0.005452348114638517j),(0.0029999202125806984+0.010406612314503292j),(0.007235492371792482+0.007399997938062133j),(0.013872819974818594+0.009896839316455824j),(0.003097102642436852-0.0031325574955317318j),(0.009962763030436049+0.0006414469125023987j),(0.009402172749027604-4.6244956685203686e-05j),(-0.001016228257308429-0.00429162613058195j),(0.0011804799831018542-0.001986613108224264j),(0.766720405811508+0j),0j,0j
(9.157737146613817+0.8833725621288597j),(-0.015160445129123176-0.00046307509888312767j),(0.007877357669812844+0.004925403777777025j),(0.015418599225243468+0.006628707434079104j),(0.004579768809487879-0.007015767555384755j),(0.0009315243440265169+0.005694231665853821j),(-0.00906472664309721-0.0031906667029044083j),(0.005376509675759939-0.01623282016733842j),(-0.0006241411892508333-0.0005672627401151382j),(0.017256938658007148-0.002514296641513994j),(0.0029135943026942787+0.009691410476547513j),(-0.007770961528718857-0.0017930077789439754j),(0.766720405811508+0j),0j,0j
(9.156196306761725+0.8860773249643872j),(-0.012636890595996852+0.004592944482465614j),(4.1820545498108194e-05-0.0014802179294075152j),(-0.0012169721774183545+0.0016570541685244217j),(-0.006618913237240227-0.01032921848958274j),(0.01281479737771334-0.001694084081228819j),(-0.011136962389792561+0.00816399820385319j),(-0.008606321218542256-0.01786428068676915j),(-0.007183460373963173+0.006405883169711416j),(0.005195452255204585-0.01974325267313752j),(-0.014061776607400647+0.002819287403263218j),(-0.010635327562168754+0.010546211442491378j),(0.766720405811508+0j),0j,0j
(9.158797213934871+0.9025620290627405j),(-0.006789420670116878+0.00778734922012985j),(0.010932680069884316-0.0059994148138296545j),(-0.008434439083335563-0.00518487635679428j),(8.40184184906223e-05+0.006054812229164142j),(-0.004055135851161009+0.0020695965926165404j),(-0.0008228575844599897+0.00096494586177559j),(-0.02538836407600243-0.016026526112785912j),(-0.0040578537630577005+0.01602933663951157j),(-0.005688853238870098+0.005066249953002797j),(0.006694906005926958-0.002390189795691996j),(0.004020678351367081-0.0019755890046007146j),(0.766720405811508+0j),0j,0j
